itemid,name,sell_single,buy_single,price_single,stock_single,sell_rate_single,buy_rate_single,sell_stacks,buy_stacks,price_stacks,stock_stacks,sell_rate_stacks,buy_rate_stacks
3639,           Purifying Ewer,0,0,20000,1,1,0.25,0,0,1,1,1,0.75
3655,           Treasury Table,0,0,20000,1,1,0.25,0,0,1,1,1,0.75
3656,           Treasury Stand,0,0,30000,1,1,0.25,0,0,1,1,1,0.75
3657,           Sundries Table,0,0,30000,1,1,0.25,0,0,1,1,1,0.75
3658,           Sundries Stand,0,0,25000,1,1,0.25,0,0,1,1,1,0.75
3659,Supply Table,1,1,16000,1,0.5,0.25,0,1,1,1,0,0.75
3660,             Supply Stand,0,0,5000,1,1,0.25,0,0,1,1,1,0.75
3661,             Stone Hearth,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
3662,Display Blades,1,1,30000,1,0.5,0.25,0,1,1,1,0,0.75
3663,          Bonecraft Tools,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
3664,Shell Assortment,1,1,22000,1,0.5,0.25,0,1,1,1,0,0.75
3665,           Spinning Wheel,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
3666,            Fine Raiments,0,0,20000,1,1,0.25,0,0,1,1,1,0.75
3667,              Brass Crock,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
3668,           Hide Stretcher,0,0,20000,1,1,0.25,0,0,1,1,1,0.75
3669,             Courier Bags,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
3670,             Net And Lure,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
3671,Stockfish,1,1,22000,1,0.5,0.25,0,1,1,1,0,0.75
3672,Carpenter's Kit,0,1,50000,1,0,0.25,0,0,0,0,0,0
3673,Chocobo Carvings,1,1,30000,1,0.5,0.25,0,1,1,1,0,0.75
3674,                  Alembic,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
3675,                Flask Set,0,0,15000,1,1,0.25,0,0,1,1,1,0.75
3678,            Recital Bench,0,0,50000,1,1,0.25,0,0,1,1,1,0.75
3920,Vanadium Ore,1,1,10000,3,0.2,0.25,1,1,100000,1,0.1,0.75
4060,Beitetsu,1,1,2500,10,1,0.25,1,1,250000,1,0.5,0.75
4096,Fire Crystal,1,1,500,25,1,0.25,1,1,5000,10,1,0.75
4097,Ice Crystal,1,1,500,25,1,0.25,1,1,5000,10,1,0.75
4098,Wind Crystal,1,1,500,25,1,0.25,1,1,5000,10,1,0.75
4099,Earth Crystal,1,1,500,25,1,0.25,1,1,5000,10,1,0.75
4100,Lightng. Crystal,1,1,500,25,1,0.25,1,1,5000,10,1,0.75
4101,Water Crystal,1,1,500,25,1,0.25,1,1,5000,10,1,0.75
4102,Light Crystal,1,1,500,25,1,0.25,1,1,5000,10,1,0.75
4103,Dark Crystal,1,1,500,25,1,0.25,1,1,5000,10,1,0.75
4104,Fire Cluster,1,1,5000,5,1,0.25,1,1,50000,2,1,0.75
4105,Ice Cluster,1,1,5000,5,1,0.25,1,1,50000,2,1,0.75
4106,Wind Cluster,1,1,5000,5,1,0.25,1,1,50000,2,1,0.75
4107,Earth Cluster,1,1,5000,5,1,0.25,1,1,50000,2,1,0.75
4108,Lightning Cluster,1,1,5000,5,1,0.25,1,1,50000,2,1,0.75
4109,Water Cluster,1,1,5000,5,1,0.25,1,1,50000,2,1,0.75
4110,Light Cluster,1,1,5000,5,1,0.25,1,1,50000,2,1,0.75
4111,Dark Cluster,1,1,5000,5,1,0.25,1,1,50000,2,1,0.75
4112,Potion,1,1,320,4,1,0.25,0,1,0,0,0,0.75
4113,Potion +1,1,1,2200,1,0.0866,0.25,0,1,0,0,0,0.75
4114,Potion +2,1,1,2350,1,0.0433,0.25,0,1,0,0,0,0.75
4115,Potion +3,1,1,2600,1,0.0216,0.25,0,1,0,0,0,0.75
4116,Hi-Potion,1,1,3000,10,1,0.25,0,1,1,1,0,0.75
4117,Hi-Potion +1,1,1,3750,5,0.8,0.25,0,1,1,1,0,0.75
4118,Hi-Potion +2,1,1,4500,3,0.6,0.25,0,1,1,1,0,0.75
4119,Hi-Potion +3,1,1,5250,2,0.4,0.25,0,1,1,1,0,0.75
4120,X-Potion,1,1,1300,4,0.82,0.25,0,0,0,0,0,0.75
4121,X-Potion +1,1,1,30500,1,0.0632,0.25,0,0,0,0,0,0.75
4122,X-Potion +2,1,1,33000,1,0.0316,0.25,0,0,0,0,0,0.75
4123,X-Potion +3,1,1,36500,1,0.0158,0.25,0,0,0,0,0,0.75
4124,Max-Potion,1,1,11000,4,0.82,0.25,0,0,0,0,0,0.75
4125,Max-Potion +1,1,1,92000,1,0.0385,0.25,0,0,0,0,0,0.75
4126,Max-Potion +2,1,1,99000,1,0.0192,0.25,0,0,0,0,0,0.75
4127,Max-Potion +3,1,1,110000,1,0.01,0.25,0,0,0,0,0,0.75
4128,Ether,1,1,2000,10,1,0.25,0,1,1,1,0,0.75
4129,Ether +1,1,1,3000,5,0.8,0.25,0,1,1,1,0,0.75
4130,Ether +2,1,1,4000,3,0.6,0.25,0,1,1,1,0,0.75
4131,Ether +3,1,1,5000,2,0.4,0.25,0,1,1,1,0,0.75
4132,Hi-Ether,1,1,2500,10,1,0.25,0,1,1,1,0,0.75
4133,Hi-Ether +1,1,1,3500,7,1,0.25,0,1,1,1,0,0.75
4134,Hi-Ether +2,1,1,4500,4,1,0.25,0,1,1,1,0,0.75
4135,Hi-Ether +3,1,1,7500,3,1,0.25,0,1,1,1,0,0.75
4136,Super Ether,1,1,3250,4,0.82,0.25,0,0,0,0,0,0.75
4137,Super Ether +1,1,1,15000,1,0.0428,0.25,0,0,0,0,0,0.75
4138,Super Ether +2,1,1,16500,1,0.0214,0.25,0,0,0,0,0,0.75
4139,Super Ether +3,1,1,18000,1,0.0107,0.25,0,0,0,0,0,0.75
4140,Pro-Ether,1,1,7550,4,0.82,0.25,0,0,0,0,0,0.75
4141,Pro-Ether +1,1,1,95500,1,0.0383,0.25,0,0,0,0,0,0.75
4142,Pro-Ether +2,1,1,103000,1,0.0191,0.25,0,0,0,0,0,0.75
4143,Pro-Ether +3,1,1,114000,1,0.01,0.25,0,0,0,0,0,0.75
4144,Hi-Elixir,1,1,30000,2,1,0.25,0,0,0,0,0,0
4145,Elixir,1,1,20000,5,1,0.25,0,0,0,0,0,0
4148,Antidote,1,1,500,5,0.9,0.25,1,1,3000,1,0.5,0.75
4149,Panacea,1,1,20000,2,0.8,0.25,1,1,240000,1,0.3,0.75
4150,Eye Drops,1,1,2000,5,1,0.25,1,1,20000,1,0.5,0.75
4151,Echo Drops,1,1,1000,5,1,0.25,1,1,10000,1,0.5,0.75
4153,Antacid,1,1,1100,8,0.82,0.25,1,1,11000,4,0.4871,0.75
4154,Holy Water,1,1,1500,5,1,0.25,1,1,11000,1,0.5,0.75
4155,Remedy,1,1,3000,1,0.9,0.25,1,1,36000,1,0.4,0.75
4156,Mulsum,1,1,540,8,1,0.25,1,1,5400,4,0.594,0.75
4157,Poison Potion,1,1,3000,5,0.9,0.25,1,1,30000,1,0.6,0.75
4158,Venom Potion,1,1,8750,8,1,0.25,1,1,87500,4,0.594,0.75
4159,Paralyze Potion,1,1,11500,8,0.9769,0.25,1,1,115000,4,0.5803,0.75
4161,Sleeping Potion,1,1,3000,5,0.9,0.25,1,1,30000,1,0.5,0.75
4162,Silencing Potion,1,1,3000,5,0.9,0.25,1,1,30000,1,0.5,0.75
4163,Blinding Potion,1,1,2000,5,0.9,0.25,1,1,20000,1,0.5,0.75
4164,Prism Powder,1,1,750,2,0.5,0.25,1,1,6500,1,0.2,0.75
4165,Silent Oil,1,1,750,2,0.5,0.25,1,1,6500,1,0.2,0.75
4166,Deodorizer,1,1,555,5,1,0.25,1,1,5000,1,0.5,0.75
4167,Cracker,1,1,660,1,0.25,0.25,1,1,53000,1,0.03,0.75
4168,Twinkle Shower,1,1,880,1,0.25,0.25,1,1,70500,1,0.03,0.75
4169,Little Comet,1,1,790,1,0.25,0.25,1,1,63000,1,0.03,0.75
4170,Wedding Bell,1,1,1500,1,0.1,0.25,0,0,0,0,0,0
4171,Vitriol,1,1,1500,2,1,0.25,1,1,15000,1,0.3,0.75
4172,Reraiser,1,1,1000,3,0.9,0.25,0,0,0,0,0,0
4173,Hi-Reraiser,1,1,1500,1,0.5,0.25,0,0,0,0,0,0
4174,              Vile Elixir,0,0,3000,3,1,0.25,0,0,1,1,1,0.75
4175,           Vile Elixir +1,0,0,20000,1,1,0.25,0,0,1,1,1,0.75
4183,Konron Hassen,1,1,420,1,0.25,0.25,1,1,33500,1,0.03,0.75
4184,Kongou Inaho,1,1,210,1,0.25,0.25,1,1,17000,1,0.03,0.75
4185,Meifu Goma,1,1,95,1,0.25,0.25,1,1,7600,1,0.03,0.75
4186,Airborne,1,1,2450,1,0.25,0.25,1,1,196000,1,0.03,0.75
4196,            Rotten Quiver,0,0,1000,5,1,0.25,0,0,12000,1,1,0.75
4197,          Rusty Bolt Case,0,0,1000,5,1,0.25,0,0,13000,1,1,0.75
4199,Strength Potion,1,1,40500,3,0.525,0.25,0,0,0,0,0,0.75
4201,Dexterity Potion,1,1,54000,3,0.525,0.25,0,0,0,0,0,0.75
4203,Vitality Potion,1,1,32000,3,0.525,0.25,0,0,0,0,0,0.75
4205,Agility Potion,1,1,39000,3,0.525,0.25,0,0,0,0,0,0.75
4207,                      Int. Potion,0,0,1000,3,1,0.25,0,0,1,1,1,0.75
4209,Mind Potion,1,1,35000,3,0.525,0.25,0,0,0,0,0,0.75
4211,Charisma Potion,1,1,41000,2,0.2625,0.25,0,0,0,0,0,0.75
4213,Icarus Wing,1,1,16000,8,0.82,0.25,1,1,160000,4,0.4871,0.75
4215,Popstar,1,1,320,1,0.25,0.25,1,1,25500,1,0.03,0.75
4216,Brilliant Snow,1,1,630,1,0.25,0.25,1,1,50500,1,0.03,0.75
4217,Sparkling Hand,1,1,180,1,0.25,0.25,1,1,14500,1,0.03,0.75
4218,Air Rider,1,1,1300,1,0.25,0.25,1,1,104000,1,0.03,0.75
4219,             Stone Quiver,0,0,2000,5,1,0.25,0,0,10000,1,1,0.75
4220,              Bone Quiver,0,0,1000,5,1,0.25,0,0,1000,1,1,0.75
4221,            Beetle Quiver,0,0,1000,5,1,0.25,0,0,27500,1,1,0.75
4222,              Horn Quiver,0,0,1000,5,1,0.25,0,0,22500,1,1,0.75
4223,          Scorpion Quiver,0,0,2000,5,1,0.25,0,0,20000,1,1,0.75
4224,             Demon Quiver,0,0,3000,5,1,0.25,0,0,30000,1,1,0.75
4225,              Iron Quiver,0,0,1000,5,1,0.25,0,0,30000,1,1,0.75
4226,            Silver Quiver,0,0,3000,5,1,0.25,0,0,20000,1,1,0.75
4227,                        B. Bolt Quiver,0,0,1000,1,1,0.25,0,0,30000,1,1,0.75
4228,                        M. Bolt Quiver,0,0,3000,1,1,0.25,0,0,40000,1,1,0.75
4229,                        D. Bolt Quiver,0,0,3000,1,1,0.25,0,0,22000,1,1,0.75
4234,Cursed Beverage,1,1,40500,1,0.1864,0.25,0,0,0,0,0,0.75
4235,              Cursed Soup,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
4246,Cantarella,1,1,22500,5,0.4101,0.25,1,1,225000,2,0.2323,0.75
4250,Crackler,1,1,70,1,0.25,0.25,1,1,5600,1,0.03,0.75
4251,Festive Fan,1,1,70,1,0.25,0.25,1,1,5600,1,0.03,0.75
4252,Summer Fan,1,1,70,1,0.25,0.25,1,1,5600,1,0.03,0.75
4253,Spirit Masque,1,1,70,1,0.25,0.25,1,1,5600,1,0.03,0.75
4256,Ouka Ranman,1,1,180,1,0.25,0.25,1,1,14500,1,0.03,0.75
4257,Papillion,1,1,1750,2,0.5,0.25,1,1,140000,1,0.15,0.75
4266,Fulm-long Sub,1,1,1850,1,0.0872,0.25,1,1,18500,1,0.0389,0.75
4267,Btr. Nebimonite,1,1,1400,2,1,0.25,1,1,14000,1,0.3,0.75
4268,Sea Spray Risotto,1,1,10500,1,0.0884,0.25,0,0,0,0,0,0.75
4269,Bijou Glace,1,1,4450,1,0.0596,0.25,0,0,0,0,0,0.75
4270,                      Swt. Rice Cake,0,0,1000,5,1,0.25,0,0,20000,1,1,0.75
4271,            Rice Dumpling,0,0,2200,5,1,0.25,0,0,29000,1,1,0.75
4272,Dragon Meat,1,1,20000,2,0.5,0.25,1,1,200000,1,0.1,0.75
4273,                   Kitron,0,0,2000,1,1,0.25,0,0,100000,1,1,0.75
4274,                 Persikos,0,0,1000,1,1,0.25,0,0,10000,1,1,0.75
4275,              Emperor Roe,0,0,1000,5,1,0.25,0,0,20000,1,1,0.75
4276,             Flint Caviar,0,0,3000,5,1,0.25,0,0,10000,1,1,0.75
4277,               Tonosama R.Ball,0,0,2000,5,1,0.25,0,0,10000,1,1,0.75
4278,                 Shogun R.Ball,0,0,5000,5,1,0.25,0,0,60000,1,1,0.75
4279,Tavnazian Salad,1,1,4000,2,1,0.25,0,1,1,1,0,0.75
4280,G. Cracker +1,1,1,350,5,1,0.25,1,1,10000,1,1,0.75
4281,          Red Hot Cracker,0,0,1321,5,1,0.25,0,0,7000,1,1,0.75
4282,Pipin' Popoto,1,1,1650,1,0.1479,0.25,1,1,16500,1,0.0659,0.75
4283,Choco-delight,1,1,4650,1,0.0426,0.25,0,0,0,0,0,0.75
4284,Tender Navarin,1,1,4300,1,0.0463,0.25,0,0,0,0,0,0.75
4285,Ocean Soup,1,1,26000,1,0.0451,0.25,0,0,0,0,0,0.75
4286,Healing Tea,1,1,2980,2,1,0.25,0,1,1,1,0,0.75
4287,Opo-opo Tart,1,1,4250,1,0.059,0.25,1,1,42500,1,0.0263,0.75
4288,Zebra Eel,1,1,2000,2,1,0.25,1,1,20000,1,0.45,0.75
4289,Forest Carp,1,1,250,2,1,0.25,1,1,2500,1,0.5,0.75
4290,Elshimo Frog,1,1,1000,1,0.4,0.25,1,1,12000,1,0.1,0.75
4291,                 Sandfish,0,0,1000,5,1,0.25,0,0,20000,1,1,0.75
4292,            Pain De Neige,0,0,393,2,1,0.25,0,0,5000,1,1,0.75
4293,Monastic Saute,1,1,2400,1,0.1089,0.25,0,0,0,0,0,0.75
4294,Medicinal Quus,1,1,11000,1,0.0539,0.25,0,0,0,0,0,0.75
4295,Royal Saute,1,1,13500,1,0.0689,0.25,0,1,0,0,0,0.75
4296,Green Curry,1,1,5950,2,0.3495,0.25,0,0,0,0,0,0
4297,Black Curry,1,1,15500,2,0.3112,0.25,0,0,0,0,0,0
4298,Red Curry,1,1,30000,1,0.7,0.25,0,0,0,0,0,0
4299,Orange Au Lait,1,1,1250,5,1,0.25,0,1,1,1,0,0.75
4300,Apple Au Lait,1,1,1000,5,1,0.25,0,1,1,1,0,0.75
4301,             Pear Au Lait,0,0,1000,1,1,0.25,0,0,1,1,1,0.75
4302,Pamama Au Lait,1,1,3350,3,0.6155,0.25,0,0,0,0,0,0.75
4303,Persikos Au Lait,1,1,5000,2,1,0.25,0,1,1,1,0,0.75
4304,               Grimmonite,0,0,1000,1,1,0.25,0,0,1,1,1,0.75
4305,              Ryugu Titan,0,0,1000,1,1,0.25,0,0,1,1,1,0.75
4306,              Giant Donko,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
4307,           Jungle Catfish,0,0,15000,1,1,0.25,0,0,1,1,1,0.75
4308,             Giant Chirai,0,0,5000,1,1,0.25,0,0,1,1,1,0.75
4309,              Cave Cherax,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
4310,Tiny Goldfish,1,1,1500,1,0.1,0.25,1,1,15000,1,0.01,0.75
4311,Blk. Bubble-Eye,1,1,2000,1,0.1,0.25,1,1,20000,1,0.01,0.75
4312,                 Lionhead,0,0,8000,1,1,0.25,0,0,1,1,1,0.75
4313,                Blindfish,0,0,15000,2,1,0.25,0,0,50000,1,1,0.75
4314,Bibikibo,1,1,500,5,0.5,0.25,1,1,3600,1,0.3,0.75
4315,                 Lungfish,0,0,40000,5,1,0.25,0,0,777777,1,1,0.75
4316,Armored Pisces,1,1,9000,1,0.3,0.25,0,0,0,0,0,0
4317,                Trilobite,0,0,1000,5,1,0.25,0,0,10000,1,1,0.75
4318,            Bibiki Urchin,0,0,2000,5,1,0.25,0,0,50000,1,1,0.75
4319,                  Tricorn,0,0,26000,1,1,0.25,0,0,1,1,1,0.75
4320,             Apple Pie +1,0,0,2000,10,1,0.25,0,0,30000,1,1,0.75
4321,T. Timbers Salad,1,1,4000,2,1,0.25,0,1,1,1,0,0.75
4322,Dhalmel Pie +1,1,1,3000,2,1,0.25,1,1,30000,1,0.7,0.75
4323,Vegetable Broth,1,1,2900,1,0.0716,0.25,0,0,0,0,0,0.75
4324,Hob. Chocolate,1,1,250,5,0.8,0.25,1,1,13000,1,0.5,0.75
4325,Hobgoblin Pie,1,1,2000,2,0.4,0.25,0,1,1,1,0,0.75
4326,Frog Flambe,1,1,2000,1,0.0863,0.25,1,1,20000,1,0.0385,0.75
4327,Emerald Soup,1,1,4000,2,1,0.25,0,1,1,1,0,0.75
4328,Hobgoblin Bread,1,1,1500,1,0.7,0.25,1,1,18000,1,0.3,0.75
4329,Newt Flambe,1,1,6150,1,0.046,0.25,0,0,0,0,0,0
4330,Witch Risotto,1,1,15000,1,0.0945,0.25,0,0,0,0,0,0.75
4331,Imperial Omelette,1,1,22000,1,0.0727,0.25,0,0,0,0,0,0.75
4332,Orange Kuchen +1,1,1,3200,1,0.062,0.25,0,0,0,0,0,0.75
4333,Witch Soup,1,1,10500,1,0.1102,0.25,0,1,0,0,0,0.75
4334,Grilled Corn,1,1,760,1,0.189,0.25,1,1,7600,1,0.0842,0.75
4335,Juicy Mutton,1,1,1650,1,0.0782,0.25,0,1,0,0,0,0.75
4336,Swt. Bkd. Apple,1,1,2000,2,1,0.25,1,1,20000,1,0.5,0.75
4337,Stamina Soup,1,1,13500,1,0.0483,0.25,0,0,0,0,0,0.75
4338,Stmd. Crayfish,1,1,850,3,1,0.25,1,1,8500,1,0.5,0.75
4339,                    Rolan. Pie +1,0,0,10000,5,1,0.25,0,0,70000,2,1,0.75
4340,Optical Soup,1,1,28000,1,0.0475,0.25,0,0,0,0,0,0.75
4341,              Sunset Soup,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
4342,Steamed Crab,1,1,2300,1,0.1192,0.25,1,1,23000,1,0.0531,0.75
4343,Witch Kabob,1,1,1650,1,0.1081,0.25,1,1,16500,1,0.0481,0.75
4344,Witch Stew,1,1,15000,1,0.0741,0.25,0,1,0,0,0,0.75
4345,                     Flnd. Meuniere +1,0,0,10000,1,1,0.25,0,0,1,1,1,0.75
4346,Bass Meuniere +1,1,1,6250,1,0.0756,0.25,0,0,0,0,0,0.75
4347,                     Slmn. Meuniere +1,0,0,15000,1,1,0.25,0,0,1,1,1,0.75
4348,                     Mttn. Enchilada,0,0,8000,1,1,0.25,0,0,1,1,1,0.75
4349,Bunny Ball,1,1,5100,1,0.0792,0.25,0,0,0,0,0,0.75
4350,Dragon Steak,1,1,46500,3,0.5155,0.25,0,0,0,0,0,0.75
4352,Derfland Pear,1,1,350,5,1,0.25,1,1,3500,1,1,0.75
4353,          Sea Bass Croute,0,0,20000,2,1,0.25,0,0,75000,1,1,0.75
4354,Shining Trout,1,1,1300,2,1,0.25,1,1,13000,1,0.5,0.75
4355,Salmon Sub,1,1,5500,2,0.5,0.25,1,1,30000,1,0.2,0.75
4356,White Bread,1,1,250,5,1,0.25,1,1,3000,1,0.5,0.75
4357,Crawler Egg,1,1,100,5,1,0.25,1,1,1200,1,1,0.75
4358,Hare Meat,1,1,200,5,1,0.25,1,1,1500,1,0.8,0.75
4359,Dhalmel Meat,1,1,300,5,1,0.25,1,1,3000,1,0.5,0.75
4360,Bastore Sardine,1,1,250,5,1,0.25,1,1,2500,1,1,0.75
4361,Nebimonite,1,1,500,2,1,0.25,1,1,5000,1,0.5,0.75
4362,Lizard Egg,1,1,150,5,1,0.25,1,1,1000,1,0.5,0.75
4363,Faerie Apple,1,1,70,5,1,0.25,1,1,700,1,0.8,0.75
4364,Black Bread,1,1,150,1,0.5,0.25,1,1,1500,1,0.1,0.75
4365,Rolanberry,1,1,200,2,0.8,0.25,1,1,1500,1,0.5,0.75
4366,La Theine Cbg.,1,1,30,2,0.8,0.25,1,1,300,1,0.3,0.75
4370,Honey,1,1,750,5,1,0.25,1,1,7500,1,0.5,0.75
4371,Grilled Hare,1,1,200,4,1,0.25,0,1,0,0,0,0.75
4372,G. Sheep Meat,1,1,100,1,0.5,0.25,1,1,1000,1,0.1,0.75
4373,Woozyshroom,1,1,300,5,1,0.25,1,1,3000,1,1,0.75
4374,Sleepshroom,1,1,250,3,1,0.25,1,1,2500,1,0.5,0.75
4375,Danceshroom,1,1,3000,2,1,0.25,1,1,36000,1,0.2,0.75
4376,Meat Jerky,1,1,150,5,1,0.25,1,1,1000,1,1,0.75
4377,Coeurl Meat,1,1,2000,2,0.8,0.25,1,1,20000,1,0.4,0.75
4378,Selbina Milk,1,1,100,5,1,0.25,1,1,1200,1,1,0.75
4379,Cheval Salmon,1,1,500,2,1,0.25,1,1,3000,1,0.5,0.75
4380,Smoked Salmon,1,1,250,1,1,0.25,1,1,2500,1,0.5,0.75
4381,Meat Mithkabob,1,1,2800,3,0.75,0.25,1,1,24000,1,0.25,0.75
4382,Frost Turnip,1,1,100,1,0.5,0.25,1,1,1000,1,0.05,0.75
4383,Gold Lobster,1,1,2000,2,0.25,0.25,1,1,20000,1,0.05,0.75
4384,Black Sole,1,1,7000,1,0.8,0.25,1,1,84000,1,0.3,0.75
4385,Zafmlug Bass,1,1,200,2,1,0.25,1,1,2400,1,0.5,0.75
4386,King Truffle,1,1,6400,3,1,0.25,1,1,70000,1,0.2,0.75
4387,Wild Onion,1,1,550,5,1,0.25,1,1,5000,1,0.5,0.75
4388,Eggplant,1,1,100,1,1,0.25,1,1,1000,1,0.5,0.75
4389,San D'Or. Carrot,1,1,200,5,1,0.25,1,1,1500,1,0.8,0.75
4390,Mithran Tomato,1,1,60,5,1,0.25,1,1,600,1,1,0.75
4391,Bretzel,1,1,25,2,1,0.25,1,1,2500,1,0.5,0.75
4392,Saruta Orange,1,1,50,5,1,0.25,1,1,500,1,0.5,0.75
4393,Orange Kuchen,1,1,970,4,0.82,0.25,0,0,0,0,0,0.75
4394,Ginger Cookie,1,1,15,5,1,0.25,1,1,1500,1,0.8,0.75
4395,Galkan Sausage,1,1,2000,1,0.5,0.25,0,1,30000,1,0,0.75
4396,Sausage Roll,1,1,500,5,1,0.25,1,1,5000,1,0.5,0.75
4397,             Cinna-cookie,0,0,2010,5,1,0.25,0,0,10000,1,1,0.75
4398,           Fish Mithkabob,0,0,1000,1,1,0.25,0,0,10000,1,1,0.75
4399,Bluetail,1,1,2000,3,0.8,0.25,1,1,20000,1,0.5,0.75
4400,Land Crab Meat,1,1,600,5,1,0.25,1,1,5000,1,0.5,0.75
4401,Moat Carp,1,1,150,2,1,0.25,1,1,2000,1,0.5,0.75
4402,             Red Terrapin,0,0,1000,1,1,0.25,0,0,25000,1,1,0.75
4403,Yellow Globe,1,1,250,1,0.3,0.25,1,1,1200,1,0.1,0.75
4404,Roast Trout,1,1,600,8,1,0.25,1,1,6000,4,0.594,0.75
4405,Rice Ball,1,1,250,3,0.8,0.25,1,1,1500,1,0.3,0.75
4406,Baked Apple,1,1,480,8,1,0.25,1,1,4800,4,0.594,0.75
4407,Carp Sushi,1,1,700,8,1,0.25,1,1,7000,4,0.594,0.75
4408,Tortilla,1,1,165,5,1,0.25,1,1,1650,1,0.4,0.75
4409,Hard-boiled Egg,1,1,80,8,1,0.25,1,1,800,4,0.594,0.75
4410,Roast Mushroom,1,1,500,3,0.8,0.25,1,1,3800,1,0.4,0.75
4411,Dhalmel Pie,1,1,1000,5,1,0.25,1,1,12000,1,0.95,0.75
4412,             Thundermelon,0,0,850,10,1,0.25,0,0,4000,1,1,0.75
4413,                Apple Pie,0,0,1000,5,1,0.25,0,0,5000,1,1,0.75
4414,           Rolanberry Pie,0,0,3000,1,1,0.25,0,0,6000,1,1,0.75
4415,Roasted Corn,1,1,120,8,1,0.25,1,1,1200,4,0.594,0.75
4416,Pea Soup,1,1,1500,4,1,0.25,0,0,0,0,0,0.75
4417,Egg Soup,1,1,2200,4,1,0.25,0,1,0,0,0,0.75
4418,Turtle Soup,1,1,12500,3,0.6032,0.25,0,0,0,0,0,0.75
4419,Mushroom Soup,1,1,6950,4,1,0.25,0,0,0,0,0,0.75
4420,              Tomato Soup,0,0,6000,1,1,0.25,0,0,1,1,1,0.75
4421,                Melon Pie,0,0,1000,1,1,0.25,0,0,4000,1,1,0.75
4422,Orange Juice,1,1,250,5,1,0.25,0,1,1,1,0,0.75
4423,Apple Juice,1,1,300,4,0.8817,0.25,0,0,0,0,0,0.75
4424,Melon Juice,1,1,1100,4,0.82,0.25,0,1,0,0,0,0.75
4425,Tomato Juice,1,1,500,3,1,0.25,0,1,1,1,0,0.75
4426,Tricolored Carp,1,1,1300,1,0.8,0.25,1,1,10000,1,0.2,0.75
4427,                Gold Carp,0,0,10000,1,1,0.25,0,0,3000,1,1,0.75
4428,                Dark Bass,0,0,1000,1,1,0.25,0,0,5000,1,1,0.75
4429,                Black Eel,0,0,1000,1,1,0.25,0,0,10000,1,1,0.75
4430,Pumpkin Soup,1,1,2000,4,1,0.25,0,0,0,0,0,0.75
4431,                 San D'Or. Grape,0,0,3000,1,1,0.25,0,0,10000,1,1,0.75
4432,Kazham Pineapl.,1,1,80,3,1,0.25,1,1,800,1,0.5,0.75
4433,Dhalmel Stew,1,1,2600,4,1,0.25,0,0,0,0,0,0.75
4434,Mushroom Risotto,1,1,4950,4,1,0.25,0,0,0,0,0,0.75
4435,          Cockatrice Meat,0,0,1000,5,1,0.25,0,0,10000,1,1,0.75
4436,Baked Popoto,1,1,320,8,1,0.25,1,1,3200,4,0.594,0.75
4437,Roast Mutton,1,1,710,4,0.9776,0.25,0,0,0,0,0,0.75
4438,Dhalmel Steak,1,1,1450,4,1,0.25,0,0,0,0,0,0.75
4439,Navarin,1,1,4050,3,0.5786,0.25,0,0,0,0,0,0.75
4440,Whitefish Stew,1,1,6550,4,0.9836,0.25,0,0,0,0,0,0.75
4441,Grape Juice,1,1,1000,3,1,0.25,0,1,1,1,0,0.75
4442,Pineapple Juice,1,1,400,4,1,0.25,0,0,0,0,0,0.75
4443,Cobalt Jellyfish,1,1,350,3,1,0.25,1,1,2500,1,0.9,0.75
4444,Rarab Tail,1,1,100,5,1,0.25,1,1,1000,1,0.9,0.75
4445,            Yagudo Cherry,0,0,10000,1,1,0.25,0,0,2000,1,1,0.75
4446,              Pumpkin Pie,0,0,1000,1,1,0.25,0,0,10000,1,1,0.75
4447,Scream Fungus,1,1,2000,5,1,0.25,1,1,20000,1,0.5,0.75
4448,Puffball,1,1,1450,5,1,0.25,1,1,14500,1,0.5,0.75
4449,          Reishi Mushroom,0,0,10000,1,1,0.25,0,0,100000,1,1,0.75
4450,             Coral Fungus,0,0,500,1,1,0.25,0,0,20000,1,1,0.75
4451,             Silver Shark,0,0,10000,5,1,0.25,0,0,40000,1,1,0.75
4452,Shark Fin Soup,1,1,24500,3,0.5632,0.25,0,0,0,0,0,0.75
4453,Eyeball Soup,1,1,26500,3,0.5934,0.25,0,0,0,0,0,0.75
4454,             Emperor Fish,0,0,2000,1,1,0.25,0,0,1,1,1,0.75
4455,Pebble Soup,1,1,200,2,0.8,0.25,0,1,1,1,0,0.75
4456,Boiled Crab,1,1,970,8,1,0.25,1,1,9700,4,0.594,0.75
4457,Eel Kabob,1,1,2900,8,1,0.25,1,1,29000,4,0.594,0.75
4458,Goblin Bread,1,1,400,2,1,0.25,1,1,3000,1,0.5,0.75
